title,male,culture,dateOfBirth,house,book1,book2,book3,book4,book5,isMarried,isNoble,numDeadRelations,boolDeadRelations,isPopular,popularity,target
Other,0,Other,268.0,Other,0,0,0,0,0,0,0,0,0,0,0.277591973244147,1
Other,0,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.0100334448160535,0
Other,0,Other,279.0,Other,1,1,1,1,1,0,0,0,0,0,0.120401337792642,0
Other,1,Other,268.0,Other,0,1,0,0,0,0,1,0,0,0,0.0133779264214046,0
Other,0,Other,268.0,Other,1,0,1,1,1,0,1,0,0,0,0.0301003344481605,0
Other,1,Other,268.0,Other,0,1,0,0,0,1,1,0,0,0,0.11705685618729,1
Other,0,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0167224080267558,1
Other,1,Other,263.0,Other,1,1,1,1,1,1,1,6,1,1,1.0,1
Other,1,Other,268.0,Other,0,0,1,0,0,0,0,0,0,0,0.0033444816053511,0
Other,1,Other,268.0,Other,0,1,1,0,0,0,0,0,0,0,0.0334448160535117,1
Other,1,Other,268.0,Other,0,0,1,1,0,0,0,0,0,0,0.0066889632107023,0
Other,0,Other,268.0,Other,0,0,1,1,1,0,0,0,0,0,0.0334448160535117,1
Other,0,Other,268.0,Other,0,0,0,1,1,0,0,0,0,0,0.020066889632107,0
Other,0,Other,268.0,Other,0,0,1,1,0,0,0,0,0,0,0.0133779264214046,0
Other,1,Other,268.0,Other,0,0,0,1,1,0,1,0,0,0,0.0635451505016722,0
Other,1,Other,268.0,Other,1,1,1,1,1,0,0,0,0,0,0.0066889632107023,0
Other,1,Other,268.0,Other,1,0,1,1,0,0,1,0,0,0,0.0769230769230769,1
Other,1,Other,268.0,Other,0,1,1,1,1,0,1,0,0,0,0.0301003344481605,0
Other,1,Other,268.0,Other,0,1,1,1,1,1,1,0,0,0,0.0802675585284281,0
Other,1,Other,268.0,Other,0,0,0,1,0,0,1,0,0,0,0.0167224080267558,0
Other,1,Other,268.0,Other,0,1,1,0,0,0,1,0,0,0,0.0635451505016722,0
Other,0,Other,268.0,Other,0,1,1,0,0,0,0,0,0,0,0.0635451505016722,1
Other,1,Other,268.0,Other,0,0,0,0,0,0,0,0,0,1,0.709030100334448,0
Other,0,Other,288.0,Other,1,1,1,1,1,0,0,0,0,0,0.103678929765886,0
Other,1,Other,268.0,Other,0,0,0,0,1,0,0,0,0,0,0.0267558528428093,0
Other,1,Other,268.0,Other,0,0,1,1,0,0,0,0,0,0,0.040133779264214,0
Other,0,Other,268.0,Other,0,0,0,1,1,0,0,0,0,0,0.0167224080267558,0
Other,1,Other,268.0,Other,0,1,0,0,0,0,1,0,0,0,0.127090301003344,0
Other,1,Other,268.0,Other,0,0,1,1,0,0,0,0,0,0,0.0267558528428093,0
Other,1,Other,268.0,Other,0,0,0,1,1,0,1,0,0,0,0.0167224080267558,0
Other,1,Other,268.0,Other,0,0,0,0,1,0,0,0,0,0,0.0066889632107023,0
Other,1,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0066889632107023,1
Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0167224080267558,1
Other,1,Other,268.0,Other,0,0,0,0,0,0,0,4,1,1,1.0,0
Other,0,Other,284.0,Other,0,1,1,1,0,0,1,0,0,0,0.0267558528428093,0
Other,1,Other,260.0,Other,0,0,0,1,1,0,1,0,0,0,0.0802675585284281,0
Other,1,Other,268.0,Other,1,0,0,0,0,0,0,0,0,0,0.0568561872909698,1
Other,0,Other,116.0,Other,0,0,0,0,0,1,1,0,0,0,0.127090301003344,1
Other,0,Other,268.0,Other,0,0,0,1,0,0,1,0,0,0,0.0133779264214046,0
Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0535117056856187,1
Other,0,Other,268.0,Other,0,1,1,0,0,0,0,0,0,0,0.0234113712374581,1
Other,0,Other,256.0,Other,1,1,1,1,1,1,1,7,1,1,0.441471571906354,1
Other,1,Other,290.0,Other,0,0,1,1,0,0,0,0,0,0,0.0434782608695652,0
Other,1,Other,268.0,Other,1,1,1,1,1,0,1,0,0,0,0.0635451505016722,0
Other,0,Other,268.0,Other,0,0,0,1,1,0,1,0,0,0,0.0267558528428093,0
Other,0,Other,268.0,Other,1,1,1,1,1,0,0,0,0,0,0.0267558528428093,0
Other,1,Other,287.0,Other,0,1,1,1,0,0,0,0,0,0,0.0468227424749163,0
Other,1,Other,268.0,Other,0,0,1,0,0,0,0,0,0,0,0.0133779264214046,1
Other,1,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.0033444816053511,0
Other,1,Other,260.0,Other,0,1,1,1,1,1,1,1,1,1,0.969899665551839,0
Other,1,Other,241.0,Other,0,1,1,1,1,0,1,0,0,0,0.1438127090301,0
Other,0,Other,292.0,Other,0,1,1,1,0,0,0,0,0,0,0.0836120401337792,0
Other,1,Other,289.0,Other,0,1,1,1,1,0,0,0,0,0,0.0568561872909698,0
Other,0,Other,281.0,Other,0,0,0,1,1,0,0,0,0,0,0.0267558528428093,0
Other,0,Other,268.0,Other,1,0,0,0,0,0,0,0,0,0,0.0033444816053511,0
Other,1,Other,268.0,Other,0,1,0,1,1,0,1,0,0,0,0.120401337792642,0
Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0367892976588628,0
Other,0,Other,264.0,Other,0,1,1,1,0,1,0,0,0,0,0.160535117056856,0
Other,1,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.0133779264214046,0
Other,0,Other,268.0,Other,0,1,1,1,1,1,1,0,0,0,0.0869565217391304,0
Other,1,Other,268.0,Other,0,0,0,0,0,0,0,15,1,1,0.675585284280936,1
Other,0,Other,268.0,Other,0,0,1,1,0,1,0,0,0,0,0.0167224080267558,0
Other,1,Other,264.0,Other,1,1,1,1,1,1,1,0,0,1,0.471571906354515,0
Other,0,Other,268.0,Other,1,1,1,1,1,0,1,0,0,0,0.0903010033444816,0
Other,0,Other,249.0,Other,0,1,1,1,0,1,0,0,0,0,0.107023411371237,0
Other,1,Other,268.0,Other,0,0,0,1,0,0,1,0,0,0,0.0133779264214046,0
Other,0,Other,268.0,Other,0,0,0,0,1,0,1,0,0,0,0.0167224080267558,0
Other,1,Other,268.0,Other,0,1,0,0,0,0,1,0,0,0,0.0133779264214046,1
Other,0,Other,268.0,Other,0,1,1,1,1,1,1,0,0,0,0.0301003344481605,0
Other,1,Other,173.0,Other,0,0,0,0,0,1,1,3,1,0,0.0969899665551839,1
Other,1,Other,268.0,Other,0,1,0,1,0,0,0,0,0,0,0.0267558528428093,0
Other,1,Other,268.0,Other,0,0,0,1,1,0,1,0,0,0,0.0635451505016722,0
Other,1,Other,160.0,Other,0,0,0,0,0,1,1,0,0,1,0.414715719063545,1
Other,1,Other,268.0,Other,0,0,1,1,1,0,1,0,0,0,0.0301003344481605,0
Other,0,Other,268.0,Other,1,1,1,1,1,1,1,1,1,0,0.0802675585284281,1
Other,1,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0133779264214046,0
Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0066889632107023,0
Other,1,Other,268.0,Other,1,0,0,0,0,0,1,0,0,0,0.020066889632107,1
Other,0,Other,295.0,Other,0,0,1,0,0,0,0,0,0,0,0.0267558528428093,0
Other,1,Other,268.0,Other,0,0,1,1,1,0,0,0,0,0,0.0234113712374581,1
Other,0,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.040133779264214,0
Other,1,Other,268.0,Other,1,1,0,0,0,0,0,0,0,0,0.0334448160535117,0
Other,1,Other,268.0,Other,0,1,0,1,0,0,1,0,0,0,0.0468227424749163,1
Other,1,Other,268.0,Other,1,1,1,1,1,0,0,1,1,0,0.0769230769230769,1
Other,1,Other,268.0,Other,1,1,1,1,1,0,1,0,0,0,0.220735785953177,0
Other,1,Other,279.0,Other,1,1,1,1,0,0,0,0,0,0,0.1438127090301,1
Other,0,Other,268.0,Other,0,0,1,0,0,0,0,0,0,0,0.020066889632107,1
Other,1,Other,268.0,Other,0,0,0,0,1,0,1,0,0,0,0.0769230769230769,0
Other,1,Other,268.0,Other,0,0,1,1,0,0,1,0,0,0,0.0267558528428093,0
Other,0,Other,283.0,Other,0,0,1,1,0,0,0,0,0,0,0.0836120401337792,0
Other,0,Other,268.0,Other,0,0,1,0,0,0,0,0,0,0,0.0167224080267558,0
Other,0,Other,268.0,Other,1,1,0,1,1,1,1,0,0,0,0.197324414715719,0
Other,1,Other,268.0,Other,0,1,1,1,0,0,0,0,0,0,0.0133779264214046,0
Other,1,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.020066889632107,0
Other,0,Other,268.0,Other,0,0,0,0,1,0,0,0,0,0,0.0468227424749163,1
Other,1,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.0100334448160535,0
Other,1,Other,286.0,Other,0,1,1,1,1,0,0,0,0,0,0.290969899665551,0
Other,1,Other,268.0,Other,1,1,1,0,1,0,1,0,0,0,0.060200668896321,1
Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0234113712374581,0
Other,1,Other,268.0,Other,0,1,0,0,0,1,0,0,0,0,0.020066889632107,0
Other,1,Other,268.0,Other,1,1,1,1,1,0,1,0,0,1,0.364548494983277,1
Other,0,Other,268.0,Other,0,0,1,1,0,0,0,0,0,0,0.0133779264214046,0
Other,0,Other,268.0,Other,0,0,1,0,0,0,0,0,0,0,0.0033444816053511,0
Other,1,Other,249.0,Other,1,1,1,1,1,1,1,0,0,0,0.274247491638795,0
Other,0,Other,268.0,Other,0,0,1,1,1,1,1,0,0,0,0.17391304347826,0
Other,0,Other,295.0,Other,0,0,0,0,1,0,0,0,0,0,0.0434782608695652,1
Other,1,Other,291.0,Other,0,0,0,0,0,0,0,0,0,0,0.0,1
Other,1,Other,268.0,Other,0,0,1,1,0,1,1,0,0,0,0.130434782608695,0
Other,0,Other,299.0,Other,0,0,1,1,1,0,0,0,0,0,0.0769230769230769,0
Other,1,Other,268.0,Other,0,0,1,1,0,0,1,0,0,0,0.0267558528428093,1
Other,0,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.0167224080267558,0
Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.250836120401337,1
Other,1,Other,268.0,Other,1,0,0,0,0,0,1,0,0,0,0.0635451505016722,1
Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0267558528428093,0
Other,0,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0,1
Other,1,Other,26.0,Other,0,0,0,0,0,1,1,0,0,0,0.0,1
Other,0,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.0133779264214046,0
Other,1,Other,268.0,Other,0,0,0,1,1,0,1,0,0,0,0.0501672240802675,0
Other,1,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0133779264214046,0
Other,1,Other,300.0,Other,0,0,0,1,1,0,0,0,0,0,0.0501672240802675,0
Other,1,Other,268.0,Other,0,1,1,0,0,0,1,0,0,0,0.0869565217391304,1
Other,1,Other,268.0,Other,0,0,0,0,1,0,0,0,0,0,0.0167224080267558,0
Other,0,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0033444816053511,0
Other,1,Other,268.0,Other,0,0,0,1,0,0,0,0,0,0,0.0735785953177257,0
Other,1,Other,268.0,Other,0,0,0,0,0,0,0,0,0,0,0.0133779264214046,0
Other,1,Other,268.0,Other,1,0,0,1,0,0,0,0,0,0,0.0167224080267558,0
Other,1,Other,268.0,Other,0,0,0,0,1,0,0,0,0,0,0.0133779264214046,0
Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0267558528428093,1
Other,1,Other,268.0,Other,0,0,1,0,0,0,0,0,0,0,0.0033444816053511,0
Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0100334448160535,0
Other,0,Other,268.0,Other,0,0,0,0,0,0,0,0,0,0,0.0033444816053511,0
Other,1,Other,268.0,Other,0,1,0,0,0,0,1,0,0,0,0.0100334448160535,0
Other,1,Other,268.0,Other,0,1,0,0,0,0,1,0,0,0,0.0234113712374581,0
Other,1,Other,268.0,Other,0,0,0,1,1,0,0,0,0,0,0.0133779264214046,0
Other,1,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.060200668896321,1
Other,0,Other,268.0,Other,0,0,1,0,0,0,1,0,0,0,0.0033444816053511,0
Other,1,Other,268.0,Other,0,0,0,1,1,0,0,0,0,0,0.0167224080267558,0
Other,1,Other,268.0,Other,1,1,1,1,1,0,0,0,0,0,0.0234113712374581,0
Other,1,Other,268.0,Other,0,0,1,1,1,0,1,0,0,0,0.0267558528428093,0
Other,0,Other,269.0,Other,0,1,1,1,1,0,0,0,0,0,0.0869565217391304,0
Other,0,Other,268.0,Other,0,0,0,0,1,0,0,0,0,0,0.0133779264214046,0
Other,1,Other,268.0,Other,0,0,1,0,0,0,0,0,0,0,0.0066889632107023,0
Other,0,Other,109.0,Other,0,0,0,0,0,1,1,0,0,0,0.270903010033444,1
Other,0,Other,268.0,Other,0,0,0,0,0,0,1,0,0,0,0.0033444816053511,0
Other,1,Other,268.0,Other,0,0,1,0,0,0,0,0,0,0,0.0066889632107023,0
Other,1,Other,175.0,Other,0,0,1,1,0,0,1,0,0,0,0.260869565217391,1
Other,0,Other,268.0,Other,0,0,1,1,0,1,1,0,0,0,0.060200668896321,0
Other,0,Other,268.0,Other,0,0,1,1,1,0,1,0,0,0,0.0301003344481605,0
Other,1,Other,268.0,Other,0,0,1,1,1,0,0,0,0,0,0.0133779264214046,0
Other,1,Other,268.0,Other,0,0,1,0,0,0,1,0,0,0,0.020066889632107,1
Other,0,Other,279.0,Other,0,1,1,1,1,0,0,0,0,0,0.0434782608695652,0
Other,1,Other,152.0,Other,0,0,0,0,0,0,1,0,0,0,0.0167224080267558,1
Other,1,Other,268.0,Other,0,1,0,0,0,0,0,0,0,0,0.0,0
